Gene	Cluster_00	Cluster_01	Cluster_02	Cluster_03	Cluster_04	Cluster_05	Cluster_06	Cluster_07	Cluster_08	Cluster_09	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Total_Up_Regulated
CP	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
SERP1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RP11.451G4.2	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	13
SEC62	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
DVL3	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
POLR2H	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
ETV5	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	13
DNAJB11	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
TMEM44	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PCYT1A	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	13
WDR53	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	13
RPL35A	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
CPLX1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
UVSSA	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
TNIP2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	13
NOP14	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
TAPT1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	13
LDB2	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
QDPR	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	13
ANAPC4	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
WDR19	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
UTP3	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
THAP9.AS1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PKD2	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RAP1GDS1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	13
PPA2	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	13
CFI	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
LARP7	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	13
RWDD4	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	13
CASP3	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	13
EXOC3	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
DAP	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
GDNF.AS1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RPL37	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PELO	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	13
ZSWIM6	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	13
CDK7	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	13
AGGF1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	13
AP3B1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	13
MCTP1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
APC	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	13
DDX46	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	13
TMEM173	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
WDR55	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
DIAPH1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	13
RNF14	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	13
GRPEL2	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	13
TNIP1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	13
CCDC69	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	13
EBF1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
SH3PXD2B	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
UIMC1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
MXD3	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
LMAN2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
ZNF354B	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RUFY1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
MRNIP	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
FLT4	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
MGAT1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
SMIM13	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	13
ID4	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
HIST1H2AC	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	13
PPP1R11	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	13
PPP1R10	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
MDC1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
HCP5	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
LY6G5B	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
LSM2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
NEU1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	13
SKIV2L	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
DXO	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
EGFL8	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	13
RNF5	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	13
SLC39A7	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
C6orf1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	13
NUDT3	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	13
RPS10	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	13
SRSF3	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
MRPS10	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	13
TPBG	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
CEP162	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	13
BVES	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	13
SEC63	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
OSTM1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
SMPD2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	13
MAN1A1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
UST	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	13
MTRF1L	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	13
TNRC18	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	13
AC006978.6	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RP9	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	13
ELMO1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
MRPS24	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	13
DBNL	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PURB	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
IGFBP3	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	13
GUSB	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RP11.458F8.4	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
WBSCR17	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	13
MLXIPL	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	13
POR	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	13
DMTF1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
GATAD1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
TECPR1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	13
ZNF655	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
SAP25	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	13
CLDN15	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
RASA4B	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
CADPS2	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RP11.274B21.3	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
NUP205	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
PARP12	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
CDK5	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	13
ERICH1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
ZDHHC2	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	13
CSGALNACT1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
BIN3	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	13
ENTPD4	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
DPYSL2	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
DUSP4	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
TTI2	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	13
RB1CC1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	13
LYPLA1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	13
SDCBP	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	13
WWP1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	13
OTUD6B.AS1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	13
PDP1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	13
ENPP2	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
FAM91A1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
LYNX1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	13
TOP1MT	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	13
GSDMD	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PLEC	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
BOP1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	13
SLC52A2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	13
FBXL6	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
ADCK5	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PPP1R16A	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	13
C8orf82	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	13
ZNF251	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
ZNF252P	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
CBWD1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	13
RANBP6	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
HAUS6	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
VCP	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	13
PIGO	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
GBA2	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
TRMT10B	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
OSTF1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
UBQLN1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	13
ISCA1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	13
SPIN1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
SECISBP2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
NOL8	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
MSANTD3	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	13
RNF20	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
SLC44A1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PTBP3	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
ALAD	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	13
AKNA	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
TLR4	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PSMD5.AS1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	13
PSMB7	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
GOLGA1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
RP11.228B15.4	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
SLC27A4	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	13
PKN3	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
NUP188	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	13
NUP214	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	13
FAM78A	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	13
GTF3C5	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	13
REXO4	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	13
VAV2	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RXRA	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	13
NACC2	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	13
INPP5E	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
SEC16A	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
FBXW5	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	13
NPDC1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
TPRN	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	13
NDOR1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	13
CELF2	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
NUDT5	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
BEND7	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	13
RP11.295P9.3	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
RPP38	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	13
VIM	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
PIP4K2A	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	13
SVIL	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
SVILP1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	13
PTPN20	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	13
