Gene	Cluster_00	Cluster_01	Cluster_02	Cluster_03	Cluster_04	Cluster_05	Cluster_06	Cluster_07	Cluster_08	Cluster_09	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Total_Up_Regulated
C3orf62	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
NT5DC2	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
PSMD6	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
EIF4E3	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	16
OSBPL11	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	16
ADD1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	16
ZNF518B	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	16
ZNF622	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	16
PAIP1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	16
DHX29	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
TSPAN17	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	16
TRIM26	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	16
NELFE	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
DAXX	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
MTCH1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
CCND3	1	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	16
HECA	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
PCMT1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	16
C7orf26	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
MIOS	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	16
CTB.119C2.1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	16
PSMA2	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
CCM2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	16
CLIP2	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	16
BAIAP2L1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
ZCWPW1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	16
C8orf58	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	16
MTFR1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	16
SYBU	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	16
ST3GAL1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	16
ZFAT	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	16
STOML2	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	16
FAM214B	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	16
MUSK	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
EEF1A1P5	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	16
HACD1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	16
ZEB1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	16
AIFM2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	16
GOLGA7B	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	16
ZRANB1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	16
ZNF511	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	16
SIGIRR	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	16
PIDD1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
PSMA1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
HTATIP2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
SLC35C1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	16
NR1H3	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	16
BSCL2	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	16
FKBP2	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
MALAT1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
FAM89B	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	16
POLD4	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	16
ZPR1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	16
INTS13	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	16
RACGAP1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	16
RP11.793H13.11	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	16
LLPH	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	16
FAM109A	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	16
RNF10	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	16
CDK2AP1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	16
NIN	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	16
CGRRF1	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	16
PSMA3	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	16
DHRS7	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
PSMC1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
SETD3	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	16
YY1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	16
EIF5	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	16
AVEN	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	16
BAHD1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
OIP5.AS1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	16
DPP8	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	16
PARP6	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	16
RPL9P9	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	16
FURIN	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
AXIN1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
THOC6	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
ZNF213	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	16
NOMO1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
AC002310.14	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	16
AMFR	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	16
RP11.361L15.5	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	16
GPS2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	16
TMEM256	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
PSMD11	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
LSM12	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
NPEPPS	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	16
TEX2	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	16
PRKCA	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	16
ABCA9	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	16
ABCA6	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	16
NPLOC4	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	16
RALBP1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	16
C18orf8	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	16
ABCA7	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
CHAF1A	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	16
STX10	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	16
CTD.3252C9.4	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
TMEM147	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
PNKP	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
MYH14	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
PPP6R1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	16
UBE2S	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	16
LZTS3	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	16
CENPB	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	16
PSMA7	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	16
ADRM1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
MCM3AP	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	16
CTA.221G9.12	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	16
TPST2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	16
TOM1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	16
SUN2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	16
CHKB	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	16
MSL3	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	16
TMEM47	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	16
FOXO4	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	16
MT.ND4	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	16
MT.CYB	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	16
MTND2P28	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	15
KLHL17	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
CLCN6	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
AGMAT	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	15
PLEKHM2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
SZRD1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	15
SDHB	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	15
CAMK2N1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
RPL11	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
GPATCH3	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	15
MED18	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	15
FABP3	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	15
SYNC	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	15
FNDC5	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	15
ZMPSTE24	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
SMAP2	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
TMEM53	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
CMPK1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	15
YIPF1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
DNTTIP2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	15
SORT1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	15
AHCYL1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	15
NBPF12	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	15
NBPF9	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
S100A10	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	15
SLC27A3	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	15
RPS27	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	15
UFC1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
XPR1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	15
GLRX2	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	15
MAPKAPK2	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
PSEN2	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	15
AKT3	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
ZBTB18	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	15
ROCK2	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	15
AC074117.10	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	15
NRBP1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	15
MRPL33	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	15
PLEKHH2	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
SIX2	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	15
ANTXR1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
BOLA3	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	15
CHMP3	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	15
EIF5B	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
NCK2	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	15
RALB	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
R3HDM1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	15
NCKAP1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	15
CYP20A1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	15
TMBIM1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
NHEJ1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	15
ATG9A	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	15
SPEG	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	15
KLHL30.AS1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
ERFE	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
STK25	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	15
TADA3	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	15
PRRT3.AS1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	15
SEC13	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	15
PPARG	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
NBEAL2	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
PRKAR2A	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	15
SFMBT1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	15
MITF	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	15
GTF2E1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	15
KPNA1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	15
CDV3	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	15
AGTR1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	15
EIF4G1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	15
TPRG1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	15
HRASLS	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	15
MFSD10	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	15
