Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TMEM106C	253.715674058463	-0.00124541549411077	0.000336289802837168	-3.70339951911596	0.000212729462812176	0.000523641754614587
SENP1	253.715674058463	-0.00310656216385061	0.000378445371455457	-8.20874662016116	2.23509333565289e-16	3.57614933704463e-15
PFKM	253.715674058463	-3.52847178756398e-07	2.41785247923384e-06	-0.145934122030558	0.883973394450208	0.993319748909463
ASB8	253.715674058463	7.795051017883e-06	1.71981832322925e-05	0.453248515415655	0.650369801131017	0.867159734841355
ZNF641	253.715674058463	-0.000143401363423361	8.11969949302481e-05	-1.766092003116	0.0773804148832694	0.129934534675574
KANSL2	253.715674058463	-5.97155658326402e-05	6.64719308498916e-05	-0.898357623573343	0.36899492086697	0.437327313620112
CCNT1	253.715674058463	-0.000500187126447217	0.00012623157799872	-3.96245641841134	7.41825516658554e-05	0.000278829522830332
ADCY6	253.715674058463	-0.000285284696513253	0.000135955398976391	-2.09836974964704	0.0358724953694909	0.0675246971661006
DDX23	253.715674058463	-0.000133092653158929	4.40210412270672e-05	-3.02338721322872	0.00249962184540441	0.00666565825441176
DDN	253.715674058463	-5.50477192069905e-06	2.90832688747785e-06	-1.89276244854061	0.0583894674488006	0.109909585785978
PRKAG1	253.715674058463	1.46757584070364e-05	5.23286977310351e-05	0.280453346698374	0.779129713682539	0.886885996645112
LMBR1L	253.715674058463	-0.00144473047610729	0.000167659008134766	-8.6170763633887	6.86853290761617e-18	4.39586106087435e-17
TUBA1A	253.715674058463	-0.000104376462917539	9.96809819879625e-05	-1.0471050829951	0.295051115240418	0.377665427507735
SPATS2	253.715674058463	-0.000115645830892087	0.000288818967908449	-0.400409404304584	0.688854998715628	0.787262855675003
MCRS1	253.715674058463	6.97331470958715e-05	8.8029962851706e-05	0.79215240853098	0.428271814561421	0.806158709762674
PRPF40B	253.715674058463	-0.00101575872115507	0.000281654528823003	-3.60639939077063	0.000310475156372405	0.000903200454901543
FMNL3	253.715674058463	-0.000985280761387344	0.000184934332618156	-5.32773307929634	9.94461217450407e-08	3.53586210649034e-07
TMBIM6	253.715674058463	-3.47338169019811e-05	1.60133084271666e-05	-2.16905938332238	0.0300781758009815	0.0641667750420939
NCKAP5L	253.715674058463	-1.29289301732193e-06	0.000158395682792148	-0.00816242585991753	0.993487398744976	0.999999919953162
RACGAP1	253.715674058463	-0.00084717882099952	0.000533103437220949	-1.58914529873571	0.112027592838407	0.17070871289662
GPD1	253.715674058463	4.57674567428827e-05	6.82913712533957e-06	6.70179202773103	2.05878916199989e-11	3.29406265919982e-10
CERS5	253.715674058463	-0.00334898868661011	0.000283958658245672	-11.7939305224942	4.19495920409569e-32	4.47462315103541e-31
LIMA1	253.715674058463	-0.000297107718446512	7.12206222654861e-05	-4.17165294258446	3.0239797979211e-05	8.0639461277896e-05
LARP4	253.715674058463	-6.58317835045283e-05	5.19346999890059e-05	-1.26758763444218	0.2049452501191	0.385779294341835
DIP2B	253.715674058463	-0.000521637609627607	0.000224281299133687	-2.32581856642749	0.0200282317403038	0.0576252607116473
ATF1	253.715674058463	-4.27847779170794e-05	0.000161472809455099	-0.264965835805171	0.791035780491774	0.843771499191226
METTL7A	253.715674058463	-1.27531037589717e-05	3.80033122357083e-05	-0.335578743238827	0.737188555791898	0.842501206619312
SLC11A2	253.715674058463	-0.000147462687852962	7.52360779160267e-05	-1.95999966954085	0.0499958289211431	0.106657768365105
CSRNP2	253.715674058463	-0.000236770229409654	0.000119469710193003	-1.98184317202371	0.0474967958725985	0.116915189840242
TFCP2	253.715674058463	-0.00010656676802462	0.000167014892294364	-0.638067459498133	0.523429767874405	0.72825011182526
POU6F1	253.715674058463	-0.000424055947270773	0.000151051218662344	-2.80736528328644	0.00499485668931412	0.0151802012169042
DAZAP2	253.715674058463	-0.000100036546868826	2.85238233104952e-05	-3.50712265252388	0.000452980306208123	0.00127442112646673
ACVRL1	253.715674058463	-0.000650703827090416	0.000178018168888799	-3.65526637619155	0.000256915077891256	0.000885258467778587
ACVR1B	253.715674058463	-0.000764921665564642	0.000125420400265297	-6.09886162017209	1.06826496477027e-09	8.54611971816217e-09
GRASP	253.715674058463	-0.000915214655320824	0.000223521491758108	-4.09452642840832	4.23032160276615e-05	0.000193386130412167
NR4A1	253.715674058463	1.06495717510198e-05	6.33157463371302e-06	1.68197839670329	0.0925730291181789	0.140149139660654
ATG101	253.715674058463	-0.000677341014421886	0.00030868525542314	-2.19427718856671	0.0282154883503529	0.0531115074830172
OR7E47P	253.715674058463	0.00292407427486864	0.000401937182262915	7.27495341039621	3.46540029270845e-13	1.84821348944451e-12
KRT5	253.715674058463	4.52992721132272e-05	0.000289429597322733	0.156512231410513	0.87562927878269	0.93400456403487
KRT1	253.715674058463	9.52339557343697e-05	0.000149565389894103	0.636737923137151	0.524295567123622	0.729454702085039
EIF4B	253.715674058463	-2.88932193566401e-05	8.57010537825693e-06	-3.37139604256729	0.000747882586762972	0.00489519028011591
RP11.983P16.4	253.715674058463	-0.00304447539726179	0.000294679700594637	-10.3314730913541	5.07747592172491e-25	8.12396147475985e-24
